window_start_s,HR_ECG,HR_PulseOx
0,109,
2,109,
4,110,
6,110,
8,110,
10,111,
12,111,
14,110,
16,109,
18,109,
20,110,
22,110,
24,109,
26,109,
28,110,
30,110,
32,110,
34,111,
36,111,
38,109,
40,109,
42,109,
44,110,
46,110,
48,110,
50,109,
52,110,
54,109,
